"Strategy Name";"Filters result";"Complexity";"# of trades";"Net profit";"Ret/DD Ratio";"Avg. Trade";"Drawdown";"Stability";"Stagnation";"Mini equity chart";"Price indicators";"Entry indicators";"Exit indicators";"Trades Symmetry";"CAGR";"Stagnation (MC retest, Conf. level 95%)";"CAGR/Max DD %";"CAGR/Max DD % (MC retest, Conf. level 95%)"
"Strategy 4.11.27";"PASSED";"8";"204";"1898.0";"1.15";"9.3";"1650.0";"0.5";"109";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"18.98";"N/A";"1.55";"1.55"
"Strategy 1.12.35";"PASSED";"8";"195";"1293.0";"0.83";"6.63";"1567.0";"0.47";"160";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"12.93";"N/A";"1.06";"1.06"
"Strategy 1.12.38";"FAILED";"7";"124";"-427.0";"-0.25";"-3.44";"1707.0";"-0.45";"174";"";"HullMovingAverage";"BollingerBands";"ExitAfterXBars";"0.0";"-4.27";"N/A";"-0.28";"-0.28"
"Strategy 3.45.27";"PASSED";"8";"196";"1705.0";"2.17";"8.7";"784.0";"0.68";"182";"";"HullMovingAverage,MTATR";"KeltnerChannel";"ExitAfterXBars";"0.0";"17.05";"N/A";"2.6";"2.6"
"Strategy 1.12.33";"PASSED";"10";"155";"1252.0";"1.27";"8.08";"987.0";"0.54";"109";"";"HullMovingAverage,SmallestRange";"OSMA";"ExitAfterXBars";"0.0";"12.52";"N/A";"1.55";"1.55"
"Strategy 3.6.48";"FAILED";"8";"184";"-162.0";"-0.12";"-0.88";"1322.0";"-0.48";"123";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"-1.62";"N/A";"-0.14";"-0.14"
"Strategy 2.6.27";"FAILED";"8";"154";"-1586.0";"-0.65";"-10.3";"2443.0";"-0.51";"245";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"-15.86";"N/A";"-0.7";"-0.7"
"Strategy 5.14.32(1)";"FAILED";"6";"186";"-628.0";"-0.35";"-3.38";"1802.0";"-0.39";"162";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-6.28";"N/A";"-0.39";"-0.39"
"Strategy 2.6.28";"PASSED";"8";"152";"202.0";"0.19";"1.33";"1056.0";"0.42";"183";"";"HullMovingAverage,SmallestRange";"LinearRegression";"ExitAfterXBars";"0.0";"2.02";"N/A";"0.22";"0.22"
"Strategy 2.10.33(1)";"PASSED";"8";"134";"2519.0";"8.02";"18.8";"314.0";"0.78";"43";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"25.19";"N/A";"9.36";"9.36"
"Strategy 1.12.39";"FAILED";"6";"134";"3959.0";"4.94";"29.54";"801.0";"0.65";"173";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"39.59";"N/A";"7.11";"7.11"
"Strategy 3.11.27";"FAILED";"10";"157";"-1055.0";"-0.45";"-6.72";"2367.0";"-0.41";"182";"";"HullMovingAverage";"KeltnerChannel,Reflex,Stochastic";"ExitAfterXBars";"0.0";"-10.55";"N/A";"-0.5";"-0.5"
"Strategy 1.12.37";"PASSED";"8";"119";"549.0";"0.48";"4.61";"1143.0";"0.63";"139";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"5.49";"N/A";"0.5";"0.5"
"Strategy 5.21.37";"PASSED";"7";"187";"1854.0";"1.33";"9.91";"1389.0";"0.6";"110";"";"BarRange,HullMovingAverage";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"18.54";"N/A";"1.75";"1.75"
"Strategy 5.21.35";"FAILED";"7";"163";"-1658.0";"-0.69";"-10.17";"2387.0";"-0.52";"163";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-16.58";"N/A";"-0.75";"-0.75"
"Strategy 3.6.44";"PASSED";"8";"121";"-4.0";"0.0";"-0.03";"1015.0";"-0.53";"244";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-0.04";"N/A";"0.0";"0.0"
"Strategy 3.6.47";"FAILED";"8";"125";"-585.0";"-0.31";"-4.68";"1914.0";"-0.51";"245";"";"HullMovingAverage";"LinearRegression";"ExitAfterXBars";"0.0";"-5.85";"N/A";"-0.35";"-0.35"
"Strategy 4.11.29";"FAILED";"11";"168";"117.0";"0.11";"0.7";"1019.0";"0.63";"109";"";"HullMovingAverage";"KeltnerChannel,Reflex,Stochastic";"ExitAfterXBars";"0.0";"1.17";"N/A";"0.13";"0.13"
"Strategy 1.36.39";"FAILED";"7";"171";"-453.0";"-0.32";"-2.65";"1404.0";"-0.4";"161";"";"HullMovingAverage,SmallestRange";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-4.53";"N/A";"-0.35";"-0.35"
"Strategy 4.16.29";"PASSED";"7";"158";"962.0";"0.8";"6.09";"1197.0";"0.51";"110";"";"MTATR,SessionLow";"KeltnerChannel";"ExitAfterXBars";"0.0";"9.62";"N/A";"0.98";"0.98"
"Strategy 3.34.37";"PASSED";"8";"155";"1841.0";"2.79";"11.88";"660.0";"0.67";"160";"";"HullMovingAverage,MTATR";"KeltnerChannel";"ExitAfterXBars";"0.0";"18.41";"N/A";"3.37";"3.37"
"Strategy 1.14.30(1)";"FAILED";"10";"135";"-1592.0";"-0.8";"-11.79";"1990.0";"-0.63";"174";"";"CloseD,TrueRange";"OSMA";"ExitAfterXBars";"0.0";"-15.92";"N/A";"-0.83";"-0.83"
"Strategy 2.16.48(1)";"PASSED";"8";"124";"992.0";"0.86";"8.0";"1155.0";"0.54";"65";"";"HullMovingAverage,SmallestRange";"HullMovingAverage";"ExitAfterXBars";"0.0";"9.92";"N/A";"1.04";"1.04"
"Strategy 2.18.32";"PASSED";"6";"180";"263.0";"0.21";"1.46";"1255.0";"0.48";"162";"";"HullMovingAverage";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"2.63";"N/A";"0.24";"0.24"
"Strategy 4.16.27";"PASSED";"8";"151";"778.0";"0.9";"5.15";"866.0";"0.49";"110";"";"HullMovingAverage,SmallestRange";"LinearRegression";"ExitAfterXBars";"0.0";"7.78";"N/A";"0.99";"0.99"
"Strategy 3.12.27";"FAILED";"8";"163";"-179.0";"-0.09";"-1.1";"2044.0";"-0.39";"163";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"-1.79";"N/A";"-0.1";"-0.1"
"Strategy 4.16.28";"PASSED";"8";"206";"2032.0";"1.79";"9.86";"1133.0";"0.66";"110";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"20.32";"N/A";"2.35";"2.35"
"Strategy 5.1.30";"FAILED";"8";"125";"-821.0";"-0.4";"-6.57";"2042.0";"-0.58";"245";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-8.21";"N/A";"-0.45";"-0.45"
"Strategy 4.14.34(1)";"PASSED";"12";"102";"260.0";"0.27";"2.55";"958.0";"0.36";"147";"";"ATR,HullMovingAverage";"GannHiLo,LinearRegression,SMA,SuperTrend";"ExitAfterXBars";"0.0";"2.6";"N/A";"0.3";"0.3"
"Strategy 5.21.29";"PASSED";"7";"158";"84.0";"0.06";"0.53";"1428.0";"0.59";"162";"";"HullMovingAverage,MTATR";"HeikenAshiClose";"ExitAfterXBars";"0.0";"0.84";"N/A";"0.07";"0.07"
"Strategy 3.6.53";"FAILED";"8";"146";"-31.0";"-0.03";"-0.21";"890.0";"-0.52";"263";"";"HullMovingAverage,SmallestRange";"LinearRegression";"ExitAfterXBars";"0.0";"-0.31";"N/A";"-0.04";"-0.04"
"Strategy 5.1.32";"FAILED";"8";"125";"-585.0";"-0.31";"-4.68";"1914.0";"-0.51";"245";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-5.85";"N/A";"-0.35";"-0.35"
"Strategy 4.10.27(1)";"PASSED";"6";"151";"2590.0";"5.78";"17.15";"448.0";"0.66";"84";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"25.9";"N/A";"6.57";"6.57"
"Strategy 5.1.33";"FAILED";"5";"129";"-314.0";"-0.2";"-2.43";"1557.0";"-0.53";"182";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"-3.14";"N/A";"-0.23";"-0.23"
"Strategy 5.1.47";"PASSED";"5";"157";"3269.0";"6.09";"20.82";"537.0";"0.72";"82";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"32.69";"N/A";"6.9";"6.9"
"Strategy 2.3.44";"PASSED";"8";"132";"2609.0";"4.62";"19.77";"565.0";"0.74";"97";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"26.09";"N/A";"5.71";"5.71"
"Strategy 2.3.46";"PASSED";"8";"131";"1496.0";"2.33";"11.42";"642.0";"0.65";"118";"";"HighD,SmallestRange";"SRPercentRank";"ExitAfterXBars";"0.0";"14.96";"N/A";"2.51";"2.51"
"Strategy 1.14.30";"PASSED";"8";"174";"730.0";"0.58";"4.2";"1267.0";"0.32";"110";"";"HullMovingAverage,SmallestRange";"KeltnerChannel";"ExitAfterXBars";"0.0";"7.3";"N/A";"0.68";"0.68"
"Strategy 4.14.41(1)(1)";"PASSED";"8";"174";"775.0";"0.7";"4.45";"1105.0";"0.51";"162";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"7.75";"N/A";"0.83";"0.83"
"Strategy 2.3.41";"PASSED";"7";"124";"3429.0";"5.49";"27.65";"625.0";"0.6";"173";"";"HighD,SmallestRange";"SRPercentRank";"ExitAfterXBars";"0.0";"34.29";"N/A";"7.64";"7.64"
"Strategy 1.12.53";"FAILED";"12";"50";"633.0";"1.49";"12.66";"425.0";"0.62";"169";"";"ATR,HullMovingAverage";"SMA,SRPercentRank,SuperTrend";"ExitAfterXBars";"0.0";"6.33";"N/A";"1.59";"1.59"
"Strategy 3.12.35";"PASSED";"8";"169";"720.0";"0.63";"4.26";"1148.0";"0.52";"109";"";"HullMovingAverage,SmallestRange";"KeltnerChannel";"ExitAfterXBars";"0.0";"7.2";"N/A";"0.74";"0.74"
"Strategy 3.12.48";"PASSED";"6";"175";"1617.0";"1.88";"9.24";"858.0";"0.66";"84";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"16.17";"N/A";"2.34";"2.34"
"Strategy 4.12.37(1)";"PASSED";"7";"214";"358.0";"0.17";"1.67";"2100.0";"0.34";"147";"";"HullMovingAverage,SmallestRange";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"3.58";"N/A";"0.21";"0.21"
"Strategy 2.13.34(1)";"FAILED";"9";"160";"1080.0";"0.82";"6.75";"1313.0";"0.38";"147";"";"HullMovingAverage,MTATR";"SRPercentRank";"ExitAfterXBars";"0.0";"10.8";"N/A";"0.96";"0.96"
"Strategy 3.12.34";"PASSED";"8";"212";"1497.0";"2.16";"7.06";"692.0";"0.63";"110";"";"ATR,HullMovingAverage";"HullMovingAverage";"ExitAfterXBars";"0.0";"14.97";"N/A";"2.63";"2.63"
"Strategy 2.18.50";"PASSED";"8";"195";"1907.0";"1.66";"9.78";"1148.0";"0.55";"105";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"19.07";"N/A";"2.16";"2.16"
"Strategy 3.12.32";"FAILED";"8";"178";"-227.0";"-0.15";"-1.28";"1499.0";"-0.32";"105";"";"HullMovingAverage,SmallestRange";"LinearRegression";"ExitAfterXBars";"0.0";"-2.27";"N/A";"-0.17";"-0.17"
"Strategy 1.24.46";"FAILED";"8";"127";"-1224.0";"-0.56";"-9.64";"2187.0";"-0.67";"245";"";"HullMovingAverage";"HullMovingAverage,LinearRegression";"ExitAfterXBars";"0.0";"-12.24";"N/A";"-0.61";"-0.61"
"Strategy 3.6.28";"FAILED";"8";"144";"2247.0";"3.22";"15.6";"697.0";"0.66";"77";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"22.47";"N/A";"3.51";"3.51"
"Strategy 2.18.39";"FAILED";"6";"140";"3912.0";"5.43";"27.94";"720.0";"0.7";"90";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"39.12";"N/A";"6.31";"6.31"
"Strategy 3.6.39";"FAILED";"8";"182";"-110.0";"-0.1";"-0.6";"1098.0";"-0.63";"249";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"-1.1";"N/A";"-0.11";"-0.11"
"Strategy 2.18.46";"PASSED";"8";"139";"2577.0";"4.37";"18.54";"590.0";"0.75";"78";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"25.77";"N/A";"5.43";"5.43"
"Strategy 1.24.39";"FAILED";"11";"133";"1326.0";"1.5";"9.97";"886.0";"0.69";"70";"";"BBWidthRatio,HeikenAshiHigh";"OSMA,SRPercentRank";"ExitAfterXBars";"0.0";"13.26";"N/A";"1.81";"1.81"
"Strategy 5.11.28(1)";"FAILED";"6";"150";"1475.0";"0.92";"9.83";"1601.0";"0.67";"245";"";"HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"14.75";"N/A";"1.11";"1.11"
"Strategy 1.24.48";"PASSED";"9";"129";"490.0";"0.53";"3.8";"925.0";"0.52";"65";"";"HeikenAshiHigh";"KeltnerChannel,OSMA";"ExitAfterXBars";"0.0";"4.9";"N/A";"0.6";"0.6"
"Strategy 2.18.49";"FAILED";"8";"119";"1340.0";"1.24";"11.26";"1082.0";"0.55";"174";"";"HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"13.4";"N/A";"1.52";"1.52"
"Strategy 3.6.34";"FAILED";"5";"167";"-942.0";"-0.47";"-5.64";"1988.0";"-0.47";"251";"";"HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-9.42";"N/A";"-0.52";"-0.52"
"Strategy 1.14.29";"FAILED";"9";"170";"480.0";"0.27";"2.82";"1747.0";"0.42";"183";"";"ATR,HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"4.8";"N/A";"0.33";"0.33"
"Strategy 4.6.49(1)";"FAILED";"9";"112";"21.0";"0.03";"0.19";"801.0";"0.66";"120";"";"HullMovingAverage,SmallestRange";"SRPercentRank";"ExitAfterXBars";"0.0";"0.21";"N/A";"0.03";"0.03"
"Strategy 2.18.35";"FAILED";"8";"98";"-535.0";"-0.31";"-5.46";"1747.0";"-0.68";"268";"";"HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"-5.35";"N/A";"-0.33";"-0.33"
"Strategy 3.12.45";"FAILED";"7";"171";"639.0";"0.37";"3.74";"1735.0";"0.37";"181";"";"HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"6.39";"N/A";"0.43";"0.43"
"Strategy 4.9.50";"FAILED";"10";"125";"-585.0";"-0.31";"-4.68";"1914.0";"-0.51";"245";"";"HullMovingAverage";"Reflex,Stochastic";"ExitAfterXBars";"0.0";"-5.85";"N/A";"-0.35";"-0.35"
"Strategy 3.12.42";"FAILED";"11";"142";"-277.0";"-0.24";"-1.95";"1152.0";"-0.59";"163";"";"HullMovingAverage";"KeltnerChannel,Reflex,Stochastic";"ExitAfterXBars";"0.0";"-2.77";"N/A";"-0.26";"-0.26"
"Strategy 2.31.46";"FAILED";"8";"188";"-314.0";"-0.15";"-1.67";"2081.0";"-0.39";"162";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"-3.14";"N/A";"-0.18";"-0.18"
"Strategy 3.12.43";"PASSED";"6";"182";"2026.0";"1.88";"11.13";"1080.0";"0.57";"142";"";"HullMovingAverage";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"20.26";"N/A";"2.43";"2.43"
"Strategy 3.12.44";"FAILED";"8";"148";"-88.0";"-0.06";"-0.59";"1478.0";"-0.4";"245";"";"HullMovingAverage,MTATR";"KeltnerChannel";"ExitAfterXBars";"0.0";"-0.88";"N/A";"-0.07";"-0.07"
"Strategy 1.24.44";"FAILED";"7";"123";"-119.0";"-0.08";"-0.97";"1535.0";"-0.45";"182";"";"HullMovingAverage";"Lowest,SessionHigh";"ExitAfterXBars";"0.0";"-1.19";"N/A";"-0.09";"-0.09"
"Strategy 4.14.52";"FAILED";"8";"220";"-184.0";"-0.11";"-0.84";"1639.0";"-0.43";"244";"";"HullMovingAverage";"BollingerBands,HullMovingAverage";"ExitAfterXBars";"0.0";"-1.84";"N/A";"-0.13";"-0.13"
"Strategy 1.26.35";"PASSED";"8";"216";"945.0";"0.92";"4.38";"1032.0";"0.57";"110";"";"HullMovingAverage,SmallestRange";"KeltnerChannel";"ExitAfterXBars";"0.0";"9.45";"N/A";"1.08";"1.08"
"Strategy 4.28.50";"PASSED";"7";"170";"994.0";"0.85";"5.85";"1173.0";"0.51";"110";"";"BarRange,HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"9.94";"N/A";"1.03";"1.03"
"Strategy 4.14.41";"FAILED";"7";"133";"-125.0";"-0.09";"-0.94";"1465.0";"-0.49";"162";"";"HullMovingAverage";"BollingerBands";"ExitAfterXBars";"0.0";"-1.25";"N/A";"-0.1";"-0.1"
"Strategy 3.24.32";"FAILED";"6";"173";"-225.0";"-0.15";"-1.3";"1551.0";"-0.59";"258";"";"HullMovingAverage";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"-2.25";"N/A";"-0.16";"-0.16"
"Strategy 3.6.36";"FAILED";"8";"124";"-427.0";"-0.25";"-3.44";"1707.0";"-0.45";"174";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-4.27";"N/A";"-0.28";"-0.28"
"Strategy 1.7.29(2)";"PASSED";"10";"157";"1486.0";"1.65";"9.47";"901.0";"0.48";"141";"";"HullMovingAverage,SmallestRange";"OSMA";"ExitAfterXBars";"0.0";"14.86";"N/A";"2.04";"2.04"
"Strategy 2.18.45";"PASSED";"7";"189";"316.0";"0.19";"1.67";"1671.0";"0.4";"110";"";"HullMovingAverage,SmallestRange";"AwesomeOscillator";"ExitAfterXBars";"0.0";"3.16";"N/A";"0.23";"0.23"
"Strategy 4.14.48";"FAILED";"8";"174";"-689.0";"-0.32";"-3.96";"2133.0";"-0.47";"163";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"-6.89";"N/A";"-0.37";"-0.37"
"Strategy 3.12.50";"FAILED";"8";"124";"-538.0";"-0.31";"-4.34";"1754.0";"-0.53";"174";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-5.38";"N/A";"-0.34";"-0.34"
"Strategy 3.6.40";"PASSED";"12";"103";"342.0";"0.26";"3.32";"1295.0";"0.48";"71";"";"ATR,HullMovingAverage";"CloseW,LinearRegression,OSMA";"ExitAfterXBars";"0.0";"3.42";"N/A";"0.31";"0.31"
"Strategy 1.14.48";"FAILED";"7";"187";"-144.0";"-0.08";"-0.77";"1756.0";"-0.44";"120";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"-1.44";"N/A";"-0.1";"-0.1"
"Strategy 3.8.30";"PASSED";"11";"94";"-16.0";"-0.01";"-0.17";"1094.0";"-0.33";"251";"";"ATR,HullMovingAverage";"GannHiLo,LinearRegression,SMA,SuperTrend";"ExitAfterXBars";"0.0";"-0.16";"N/A";"-0.02";"-0.02"
"Strategy 1.14.50";"PASSED";"6";"92";"176.0";"0.19";"1.91";"914.0";"0.7";"198";"";"SessionHigh";"SRPercentRank";"ExitAfterXBars";"0.0";"1.76";"N/A";"0.21";"0.21"
"Strategy 1.14.47";"PASSED";"6";"191";"1264.0";"1.35";"6.62";"935.0";"0.61";"110";"";"HullMovingAverage";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"12.64";"N/A";"1.56";"1.56"
"Strategy 3.12.52";"FAILED";"6";"90";"1261.0";"1.98";"14.01";"637.0";"0.72";"93";"";"SessionHigh";"SRPercentRank";"ExitAfterXBars";"0.0";"12.61";"N/A";"2.14";"2.14"
"Strategy 1.14.53";"FAILED";"6";"121";"1851.0";"3.15";"15.3";"588.0";"0.67";"120";"";"SessionHigh";"SRPercentRank";"ExitAfterXBars";"0.0";"18.51";"N/A";"3.43";"3.43"
"Strategy 1.14.44";"PASSED";"8";"153";"745.0";"0.57";"4.87";"1306.0";"0.49";"110";"";"BBWidthRatio,HullMovingAverage";"TEMA";"ExitAfterXBars";"0.0";"7.45";"N/A";"0.68";"0.68"
"Strategy 3.8.35";"PASSED";"6";"146";"1764.0";"2.34";"12.08";"754.0";"0.64";"110";"";"ParabolicSAR";"MTKeltnerChannel,Open";"ExitAfterXBars";"0.0";"17.64";"N/A";"2.88";"2.88"
"Strategy 3.8.31";"FAILED";"7";"110";"-513.0";"-0.4";"-4.66";"1274.0";"-0.48";"244";"";"HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"-5.13";"N/A";"-0.43";"-0.43"
"Strategy 4.14.45";"FAILED";"6";"132";"-46.0";"-0.03";"-0.35";"1344.0";"-0.68";"268";"";"SessionHigh";"SRPercentRank";"ExitAfterXBars";"0.0";"-0.46";"N/A";"-0.04";"-0.04"
"Strategy 1.20.33(1)";"FAILED";"11";"141";"-1279.0";"-0.69";"-9.07";"1857.0";"-0.68";"254";"";"CloseD,TrueRange";"OSMA";"ExitAfterXBars";"0.0";"-12.79";"N/A";"-0.73";"-0.73"
"Strategy 1.14.40";"PASSED";"8";"112";"166.0";"0.16";"1.48";"1063.0";"0.61";"135";"";"LinearRegression";"HullMovingAverage,MTKeltnerChannel";"ExitAfterXBars";"0.0";"1.66";"N/A";"0.17";"0.17"
"Strategy 3.8.45";"FAILED";"8";"162";"-140.0";"-0.06";"-0.86";"2285.0";"-0.33";"148";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"-1.4";"N/A";"-0.07";"-0.07"
"Strategy 3.24.48";"PASSED";"7";"194";"584.0";"0.33";"3.01";"1771.0";"0.38";"120";"";"BarRange,HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"5.84";"N/A";"0.41";"0.41"
"Strategy 4.14.30";"FAILED";"8";"175";"-428.0";"-0.23";"-2.45";"1871.0";"-0.54";"155";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"-4.28";"N/A";"-0.26";"-0.26"
"Strategy 1.26.37";"PASSED";"11";"207";"937.0";"0.91";"4.53";"1027.0";"0.62";"83";"";"BBWidthRatio,HullMovingAverage";"Reflex,Stochastic";"ExitAfterXBars";"0.0";"9.37";"N/A";"0.97";"0.97"
"Strategy 4.14.34";"FAILED";"6";"167";"-1072.0";"-0.53";"-6.42";"2041.0";"-0.5";"251";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-10.72";"N/A";"-0.58";"-0.58"
"Strategy 1.14.33";"PASSED";"7";"164";"846.0";"1.71";"5.16";"496.0";"0.53";"78";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"8.46";"N/A";"1.91";"1.91"
"Strategy 3.8.38";"FAILED";"7";"124";"-462.0";"-0.27";"-3.73";"1690.0";"-0.47";"174";"";"HullMovingAverage";"BollingerBands,HighestInRange";"ExitAfterXBars";"0.0";"-4.62";"N/A";"-0.31";"-0.31"
"Strategy 1.4.42(1)";"FAILED";"8";"125";"-736.0";"-0.38";"-5.89";"1944.0";"-0.55";"245";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-7.36";"N/A";"-0.42";"-0.42"
"Strategy 4.14.37";"PASSED";"8";"221";"1453.0";"1.77";"6.57";"820.0";"0.6";"103";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"14.53";"N/A";"2.03";"2.03"
"Strategy 5.5.34(1)";"PASSED";"8";"126";"1.0";"0.0";"0.01";"1079.0";"0.56";"245";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"0.01";"N/A";"0.0";"0.0"
"Strategy 1.7.29(1)";"PASSED";"6";"137";"1095.0";"1.24";"7.99";"886.0";"0.62";"77";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"10.95";"N/A";"1.39";"1.39"
"Strategy 5.18.34";"PASSED";"6";"263";"429.0";"0.37";"1.63";"1173.0";"0.48";"201";"";"LowestInRange";"Highest,HullMovingAverage";"ExitAfterXBars";"0.0";"4.29";"N/A";"0.41";"0.41"
"Strategy 4.14.29";"FAILED";"7";"124";"-679.0";"-0.37";"-5.48";"1841.0";"-0.54";"174";"";"HullMovingAverage";"BollingerBands";"ExitAfterXBars";"0.0";"-6.79";"N/A";"-0.41";"-0.41"
"Strategy 1.21.48(1)";"FAILED";"7";"162";"-710.0";"-0.35";"-4.38";"2030.0";"-0.39";"163";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-7.1";"N/A";"-0.4";"-0.4"
"Strategy 1.15.32(2)";"PASSED";"7";"176";"1637.0";"1.64";"9.3";"997.0";"0.61";"109";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"16.37";"N/A";"2.06";"2.06"
"Strategy 3.8.36";"FAILED";"7";"144";"3387.0";"4.58";"23.52";"740.0";"0.74";"81";"";"HighD";"HullMovingAverage,SRPercentRank,SessionLow";"ExitAfterXBars";"0.0";"33.87";"N/A";"5.23";"5.23"
"Strategy 1.9.47";"FAILED";"6";"121";"2991.0";"3.77";"24.72";"793.0";"0.6";"173";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"29.91";"N/A";"5.11";"5.11"
"Strategy 4.14.42";"FAILED";"11";"147";"563.0";"0.76";"3.83";"740.0";"0.51";"72";"";"HullMovingAverage";"KeltnerChannel,Reflex,Stochastic";"ExitAfterXBars";"0.0";"5.63";"N/A";"0.85";"0.85"
"Strategy 1.9.48";"FAILED";"12";"111";"304.0";"0.24";"2.74";"1243.0";"0.54";"96";"";"HeikenAshiHigh";"OSMA,Reflex,Stochastic";"ExitAfterXBars";"0.0";"3.04";"N/A";"0.28";"0.28"
"Strategy 3.14.27";"FAILED";"6";"98";"-1160.0";"-0.55";"-11.84";"2093.0";"-0.64";"245";"";"HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-11.6";"N/A";"-0.61";"-0.61"
"Strategy 1.9.41";"FAILED";"7";"187";"-329.0";"-0.2";"-1.76";"1628.0";"-0.34";"148";"";"HullMovingAverage,SmallestRange";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-3.29";"N/A";"-0.23";"-0.23"
"Strategy 5.18.36";"FAILED";"8";"167";"-425.0";"-0.19";"-2.54";"2236.0";"-0.41";"174";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"-4.25";"N/A";"-0.22";"-0.22"
"Strategy 1.9.50";"FAILED";"8";"175";"-261.0";"-0.12";"-1.49";"2199.0";"-0.42";"163";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"-2.61";"N/A";"-0.14";"-0.14"
"Strategy 4.14.27";"PASSED";"8";"170";"1286.0";"1.85";"7.56";"697.0";"0.71";"162";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"12.86";"N/A";"2.13";"2.13"
