"Strategy Name";"Filters result";"Complexity";"# of trades";"Net profit";"Ret/DD Ratio";"Avg. Trade";"Drawdown";"Stability";"Stagnation";"Mini equity chart";"Price indicators";"Entry indicators";"Exit indicators";"Trades Symmetry";"CAGR";"Stagnation (MC retest, Conf. level 95%)";"CAGR/Max DD %";"CAGR/Max DD % (MC retest, Conf. level 95%)"
"Strategy 3.24.52";"PASSED";"7";"234";"1445.0";"1.38";"6.18";"1044.0";"0.68";"116";"";"BarRange,HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"14.45";"N/A";"1.55";"1.55"
"Strategy 1.7.30(1)";"FAILED";"7";"168";"-1164.0";"-0.69";"-6.93";"1688.0";"-0.65";"251";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-11.64";"N/A";"-0.72";"-0.72"
"Strategy 1.11.39(1)";"PASSED";"12";"99";"299.0";"0.33";"3.02";"906.0";"0.38";"98";"";"ATR,HullMovingAverage";"GannHiLo,LinearRegression,SMA,SuperTrend";"ExitAfterXBars";"0.0";"2.99";"N/A";"0.37";"0.37"
"Strategy 1.16.35";"FAILED";"6";"175";"-91.0";"-0.03";"-0.52";"2700.0";"-0.35";"118";"";"BarRange,HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"-0.91";"N/A";"-0.04";"-0.04"
"Strategy 3.15.41(1)";"FAILED";"7";"167";"-1789.0";"-0.75";"-10.71";"2396.0";"-0.57";"251";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-17.89";"N/A";"-0.79";"-0.79"
"Strategy 1.16.38";"FAILED";"7";"187";"-755.0";"-0.35";"-4.04";"2137.0";"-0.34";"162";"";"HullMovingAverage,SmallestRange";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-7.55";"N/A";"-0.4";"-0.4"
"Strategy 1.9.44";"PASSED";"6";"221";"416.0";"0.28";"1.88";"1498.0";"0.41";"147";"";"HullMovingAverage";"LowestInRange,Open";"ExitAfterXBars";"0.0";"4.16";"N/A";"0.32";"0.32"
"Strategy 5.18.53";"PASSED";"7";"180";"69.0";"0.03";"0.38";"2466.0";"0.28";"160";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"0.69";"N/A";"0.04";"0.04"
"Strategy 1.15.32(1)";"PASSED";"8";"140";"838.0";"0.8";"5.99";"1049.0";"0.4";"244";"";"HullMovingAverage,MTATR";"KeltnerChannel";"ExitAfterXBars";"0.0";"8.38";"N/A";"0.94";"0.94"
"Strategy 2.12.38(1)";"FAILED";"7";"163";"-775.0";"-0.41";"-4.75";"1875.0";"-0.4";"163";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-7.75";"N/A";"-0.46";"-0.46"
"Strategy 4.7.28";"PASSED";"7";"173";"1636.0";"1.51";"9.46";"1085.0";"0.64";"70";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"16.36";"N/A";"1.91";"1.91"
"Strategy 2.3.27";"FAILED";"8";"124";"-427.0";"-0.25";"-3.44";"1707.0";"-0.45";"174";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-4.27";"N/A";"-0.28";"-0.28"
"Strategy 1.9.29";"FAILED";"8";"127";"-172.0";"-0.13";"-1.35";"1373.0";"-0.57";"245";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-1.72";"N/A";"-0.14";"-0.14"
"Strategy 2.3.38";"PASSED";"6";"110";"1193.0";"0.98";"10.85";"1219.0";"0.53";"120";"";"SessionHigh";"SRPercentRank";"ExitAfterXBars";"0.0";"11.93";"N/A";"1.21";"1.21"
"Strategy 2.3.30";"PASSED";"8";"132";"2605.0";"3.86";"19.73";"675.0";"0.7";"174";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"26.05";"N/A";"4.94";"4.94"
"Strategy 2.26.46";"PASSED";"7";"171";"434.0";"0.56";"2.54";"773.0";"0.62";"110";"";"ATR,LowestInRange";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"4.34";"N/A";"0.63";"0.63"
"Strategy 3.14.36";"PASSED";"7";"214";"2903.0";"3.41";"13.57";"852.0";"0.71";"76";"";"HullMovingAverage";"CloseD,KeltnerChannel,Open";"ExitAfterXBars";"0.0";"29.03";"N/A";"4.6";"4.6"
"Strategy 3.14.33";"PASSED";"11";"102";"366.0";"0.6";"3.59";"614.0";"0.56";"98";"";"ATR,HullMovingAverage";"GannHiLo,SMA,SuperTrend";"ExitAfterXBars";"0.0";"3.66";"N/A";"0.61";"0.61"
"Strategy 1.16.40";"PASSED";"7";"173";"473.0";"0.34";"2.73";"1387.0";"0.58";"162";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"4.73";"N/A";"0.4";"0.4"
"Strategy 4.7.30";"FAILED";"8";"155";"-439.0";"-0.24";"-2.83";"1836.0";"-0.46";"258";"";"BBWidthRatio,HullMovingAverage";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"-4.39";"N/A";"-0.27";"-0.27"
"Strategy 1.9.35";"PASSED";"8";"129";"708.0";"0.81";"5.49";"877.0";"0.58";"118";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"7.08";"N/A";"0.87";"0.87"
"Strategy 1.16.43";"PASSED";"8";"165";"1186.0";"1.06";"7.19";"1117.0";"0.59";"147";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"11.86";"N/A";"1.29";"1.29"
"Strategy 3.4.39";"PASSED";"5";"132";"933.0";"1.53";"7.07";"611.0";"0.63";"64";"";"HeikenAshiHigh";"HullMovingAverage";"ExitAfterXBars";"0.0";"9.33";"N/A";"1.76";"1.76"
"Strategy 2.14.53";"FAILED";"8";"166";"-511.0";"-0.27";"-3.08";"1894.0";"-0.51";"182";"";"HullMovingAverage";"BollingerBands,KeltnerChannel,Open";"ExitAfterXBars";"0.0";"-5.11";"N/A";"-0.31";"-0.31"
"Strategy 4.7.36";"PASSED";"8";"165";"1202.0";"0.93";"7.28";"1287.0";"0.56";"110";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"12.02";"N/A";"1.14";"1.14"
"Strategy 4.7.37";"FAILED";"8";"175";"-648.0";"-0.29";"-3.7";"2250.0";"-0.47";"163";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"-6.48";"N/A";"-0.33";"-0.33"
"Strategy 1.9.33";"FAILED";"7";"177";"-836.0";"-0.56";"-4.72";"1485.0";"-0.48";"161";"";"HullMovingAverage";"KeltnerChannel,LowW,ParabolicSAR";"ExitAfterXBars";"0.0";"-8.36";"N/A";"-0.6";"-0.6"
"Strategy 1.16.44";"FAILED";"8";"121";"-302.0";"-0.27";"-2.5";"1134.0";"-0.54";"183";"";"HullMovingAverage";"HullMovingAverage,LinearRegression";"ExitAfterXBars";"0.0";"-3.02";"N/A";"-0.29";"-0.29"
"Strategy 4.7.31";"PASSED";"6";"129";"2276.0";"5.26";"17.64";"433.0";"0.76";"77";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"22.76";"N/A";"5.82";"5.82"
"Strategy 3.4.28";"FAILED";"9";"197";"1185.0";"0.59";"6.02";"2012.0";"0.38";"148";"";"HullMovingAverage,SmallestRange";"SRPercentRank";"ExitAfterXBars";"0.0";"11.85";"N/A";"0.78";"0.78"
"Strategy 4.7.32";"PASSED";"7";"161";"374.0";"0.25";"2.32";"1480.0";"0.49";"181";"";"HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"3.74";"N/A";"0.3";"0.3"
"Strategy 4.18.34";"PASSED";"8";"162";"716.0";"0.78";"4.42";"915.0";"0.6";"154";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"7.16";"N/A";"0.9";"0.9"
"Strategy 2.26.45";"FAILED";"7";"226";"981.0";"1.01";"4.34";"972.0";"0.64";"76";"";"HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"9.81";"N/A";"1.2";"1.2"
"Strategy 1.21.51(1)";"PASSED";"8";"126";"1654.0";"3.74";"13.13";"442.0";"0.82";"72";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"16.54";"N/A";"4.08";"4.08"
"Strategy 3.14.44";"PASSED";"8";"179";"830.0";"0.37";"4.64";"2269.0";"0.3";"148";"";"HullMovingAverage,SmallestRange";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"8.3";"N/A";"0.48";"0.48"
"Strategy 2.1.31";"PASSED";"5";"248";"763.0";"0.82";"3.08";"931.0";"0.68";"74";"";"LowestInRange";"LowW,SMA";"ExitAfterXBars";"0.0";"7.63";"N/A";"0.89";"0.89"
"Strategy 3.4.34";"PASSED";"8";"129";"328.0";"0.39";"2.54";"842.0";"0.62";"125";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"3.28";"N/A";"0.41";"0.41"
"Strategy 3.4.38";"PASSED";"7";"62";"731.0";"1.63";"11.79";"449.0";"0.48";"193";"";"BiggestRange,OpenD";"HullMovingAverage";"ExitAfterXBars";"0.0";"7.31";"N/A";"1.79";"1.79"
"Strategy 1.17.29(1)";"FAILED";"9";"129";"433.0";"0.52";"3.36";"838.0";"0.68";"131";"";"HeikenAshiHigh";"OSMA,SRPercentRank";"ExitAfterXBars";"0.0";"4.33";"N/A";"0.54";"0.54"
"Strategy 3.4.37";"FAILED";"8";"125";"-690.0";"-0.34";"-5.52";"2019.0";"-0.53";"245";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-6.9";"N/A";"-0.39";"-0.39"
"Strategy 1.9.28";"FAILED";"10";"93";"-1712.0";"-0.89";"-18.41";"1914.0";"-0.65";"245";"";"HullMovingAverage";"Reflex,Stochastic";"ExitAfterXBars";"0.0";"-17.12";"N/A";"-0.91";"-0.91"
"Strategy 5.5.31";"FAILED";"6";"118";"-38.0";"-0.03";"-0.32";"1270.0";"-0.63";"174";"";"HullMovingAverage";"BarMonthIsNot";"ExitAfterXBars";"0.0";"-0.38";"N/A";"-0.03";"-0.03"
"Strategy 2.26.39";"FAILED";"6";"174";"-596.0";"-0.32";"-3.43";"1851.0";"-0.51";"261";"";"HullMovingAverage";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"-5.96";"N/A";"-0.36";"-0.36"
"Strategy 5.5.32";"PASSED";"8";"161";"1473.0";"2.29";"9.15";"642.0";"0.69";"97";"";"HullMovingAverage,MTATR";"KeltnerChannel";"ExitAfterXBars";"0.0";"14.73";"N/A";"2.59";"2.59"
"Strategy 2.1.42";"PASSED";"7";"137";"374.0";"0.22";"2.73";"1664.0";"0.48";"161";"";"TEMA";"MTKeltnerChannel,ParabolicSAR";"ExitAfterXBars";"0.0";"3.74";"N/A";"0.27";"0.27"
"Strategy 5.18.29";"PASSED";"7";"189";"1712.0";"1.08";"9.06";"1578.0";"0.47";"110";"";"BarRange,HullMovingAverage";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"17.12";"N/A";"1.44";"1.44"
"Strategy 4.18.38";"PASSED";"7";"121";"98.0";"0.07";"0.81";"1308.0";"0.41";"174";"";"HullMovingAverage";"BollingerBands,HeikenAshiOpen";"ExitAfterXBars";"0.0";"0.98";"N/A";"0.08";"0.08"
"Strategy 2.16.28";"FAILED";"7";"167";"-1339.0";"-0.69";"-8.02";"1932.0";"-0.57";"251";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-13.39";"N/A";"-0.73";"-0.73"
"Strategy 2.16.27";"PASSED";"6";"182";"1313.0";"1.19";"7.21";"1099.0";"0.48";"120";"";"HullMovingAverage";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"13.13";"N/A";"1.48";"1.48"
"Strategy 4.7.48";"FAILED";"6";"135";"-755.0";"-0.54";"-5.59";"1399.0";"-0.37";"174";"";"LowestInRange,MTATR";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-7.55";"N/A";"-0.57";"-0.57"
"Strategy 5.28.51";"PASSED";"8";"159";"669.0";"1.45";"4.21";"460.0";"0.65";"112";"";"BBWidthRatio,HullMovingAverage";"LinearRegression";"ExitAfterXBars";"0.0";"6.69";"N/A";"1.62";"1.62"
"Strategy 3.7.52(1)";"FAILED";"8";"126";"-568.0";"-0.31";"-4.51";"1830.0";"-0.71";"245";"";"HullMovingAverage";"BollingerBands,HullMovingAverage";"ExitAfterXBars";"0.0";"-5.68";"N/A";"-0.35";"-0.35"
"Strategy 4.7.42";"FAILED";"8";"124";"-427.0";"-0.25";"-3.44";"1707.0";"-0.45";"174";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-4.27";"N/A";"-0.28";"-0.28"
"Strategy 5.5.28";"FAILED";"8";"125";"-998.0";"-0.46";"-7.98";"2190.0";"-0.59";"245";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-9.98";"N/A";"-0.51";"-0.51"
"Strategy 4.7.50";"PASSED";"7";"125";"3584.0";"6.24";"28.67";"574.0";"0.61";"96";"";"HighD,SmallestRange";"SRPercentRank";"ExitAfterXBars";"0.0";"35.84";"N/A";"8.0";"8.0"
"Strategy 1.38.35";"FAILED";"6";"169";"-611.0";"-0.34";"-3.62";"1800.0";"-0.32";"162";"";"HullMovingAverage,SmallestRange";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-6.11";"N/A";"-0.38";"-0.38"
"Strategy 2.16.31";"PASSED";"5";"135";"2146.0";"2.99";"15.9";"718.0";"0.5";"109";"";"High";"SRPercentRank";"ExitAfterXBars";"0.0";"21.46";"N/A";"3.76";"3.76"
"Strategy 3.4.40";"PASSED";"6";"127";"2446.0";"2.35";"19.26";"1041.0";"0.59";"173";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"24.46";"N/A";"3.14";"3.14"
"Strategy 4.7.45";"PASSED";"8";"137";"1315.0";"1.42";"9.6";"928.0";"0.7";"174";"";"BBWidthRatio,HeikenAshiHigh";"SRPercentRank";"ExitAfterXBars";"0.0";"13.15";"N/A";"1.54";"1.54"
"Strategy 4.7.40";"FAILED";"8";"139";"2486.0";"8.34";"17.88";"298.0";"0.73";"48";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"24.86";"N/A";"9.75";"9.75"
"Strategy 2.1.40";"PASSED";"8";"132";"1331.0";"1.86";"10.08";"715.0";"0.62";"118";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"13.31";"N/A";"2.17";"2.17"
"Strategy 5.5.29";"FAILED";"7";"115";"4108.0";"10.43";"35.72";"394.0";"0.75";"49";"";"HighD,SmallestRange";"SRPercentRank";"ExitAfterXBars";"0.0";"41.08";"N/A";"12.6";"12.6"
"Strategy 1.9.50(1)";"FAILED";"8";"175";"-679.0";"-0.31";"-3.88";"2158.0";"-0.51";"163";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"-6.79";"N/A";"-0.36";"-0.36"
"Strategy 2.1.44";"FAILED";"6";"146";"3847.0";"5.02";"26.35";"766.0";"0.63";"173";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"38.47";"N/A";"7.22";"7.22"
"Strategy 4.3.37(1)";"FAILED";"8";"117";"2892.0";"6.3";"24.72";"459.0";"0.85";"49";"";"HighD,SmallestRange";"SRPercentRank";"ExitAfterXBars";"0.0";"28.92";"N/A";"7.07";"7.07"
"Strategy 3.4.34(1)";"PASSED";"8";"203";"1274.0";"0.64";"6.28";"2004.0";"0.44";"147";"";"HullMovingAverage,SmallestRange";"KeltnerChannel";"ExitAfterXBars";"0.0";"12.74";"N/A";"0.84";"0.84"
"Strategy 2.16.46";"PASSED";"8";"162";"1359.0";"1.17";"8.39";"1165.0";"0.49";"120";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"13.59";"N/A";"1.46";"1.46"
"Strategy 3.13.33(2)";"PASSED";"6";"226";"1304.0";"1.51";"5.77";"864.0";"0.67";"76";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"13.04";"N/A";"1.83";"1.83"
"Strategy 4.26.34";"PASSED";"8";"199";"1849.0";"2.35";"9.29";"788.0";"0.71";"87";"";"HullMovingAverage,SmallestRange";"KeltnerChannel";"ExitAfterXBars";"0.0";"18.49";"N/A";"2.69";"2.69"
"Strategy 5.16.38";"PASSED";"7";"154";"1332.0";"2.91";"8.65";"457.0";"0.66";"63";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"13.32";"N/A";"3.4";"3.4"
"Strategy 3.26.44";"PASSED";"6";"148";"1739.0";"3.21";"11.75";"541.0";"0.64";"76";"";"LinearRegression";"LinearRegression";"ExitAfterXBars";"0.0";"17.39";"N/A";"3.65";"3.65"
"Strategy 4.18.30";"FAILED";"8";"147";"479.0";"0.3";"3.26";"1604.0";"0.57";"251";"";"HullMovingAverage";"SRPercentRank";"ExitAfterXBars";"0.0";"4.79";"N/A";"0.34";"0.34"
"Strategy 5.14.36(1)";"PASSED";"7";"142";"1598.0";"1.97";"11.25";"812.0";"0.56";"76";"";"HullMovingAverage,SmallestRange";"LinearRegression,Pivots";"ExitAfterXBars";"0.0";"15.98";"N/A";"2.44";"2.44"
"Strategy 2.1.47";"PASSED";"8";"129";"1378.0";"1.98";"10.68";"695.0";"0.69";"78";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"13.78";"N/A";"2.11";"2.11"
"Strategy 4.26.41";"PASSED";"9";"124";"1567.0";"2.73";"12.64";"574.0";"0.71";"84";"";"ATR,HullMovingAverage";"LinearRegression,SMA";"ExitAfterXBars";"0.0";"15.67";"N/A";"3.03";"3.03"
"Strategy 2.16.39";"PASSED";"8";"187";"1822.0";"1.74";"9.74";"1050.0";"0.53";"109";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"18.22";"N/A";"2.23";"2.23"
"Strategy 5.11.48(1)";"FAILED";"6";"104";"-619.0";"-0.44";"-5.95";"1420.0";"-0.53";"244";"";"HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-6.19";"N/A";"-0.47";"-0.47"
"Strategy 1.7.35";"FAILED";"9";"164";"-322.0";"-0.18";"-1.96";"1818.0";"-0.41";"244";"";"HullMovingAverage";"GannHiLo,KeltnerChannel,LinearRegression";"ExitAfterXBars";"0.0";"-3.22";"N/A";"-0.2";"-0.2"
"Strategy 2.16.48";"PASSED";"6";"153";"992.0";"0.96";"6.48";"1038.0";"0.52";"183";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"9.92";"N/A";"1.14";"1.14"
"Strategy 5.16.31";"PASSED";"8";"168";"2139.0";"3.11";"12.73";"688.0";"0.62";"90";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"21.39";"N/A";"3.95";"3.95"
"Strategy 3.13.33(1)";"PASSED";"5";"209";"2030.0";"2.65";"9.71";"766.0";"0.64";"94";"";"Low";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"20.3";"N/A";"3.01";"3.01"
"Strategy 5.3.29";"PASSED";"8";"129";"1376.0";"1.98";"10.67";"695.0";"0.69";"78";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"13.76";"N/A";"2.1";"2.1"
"Strategy 5.16.37";"FAILED";"6";"157";"2184.0";"2.26";"13.91";"967.0";"0.63";"96";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"21.84";"N/A";"2.53";"2.53"
"Strategy 4.11.42(1)";"FAILED";"10";"112";"-836.0";"-0.39";"-7.46";"2118.0";"-0.54";"245";"";"HullMovingAverage";"Reflex,Stochastic";"ExitAfterXBars";"0.0";"-8.36";"N/A";"-0.45";"-0.45"
"Strategy 1.7.32";"FAILED";"6";"110";"1448.0";"2.41";"13.16";"600.0";"0.79";"63";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"14.48";"N/A";"2.54";"2.54"
"Strategy 1.7.39";"PASSED";"6";"143";"3914.0";"5.65";"27.37";"693.0";"0.63";"90";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"39.14";"N/A";"6.8";"6.8"
"Strategy 5.28.27";"FAILED";"10";"141";"-1532.0";"-0.78";"-10.87";"1959.0";"-0.59";"163";"";"HullMovingAverage";"KeltnerChannel,Reflex,Stochastic";"ExitAfterXBars";"0.0";"-15.32";"N/A";"-0.82";"-0.82"
"Strategy 3.16.27";"PASSED";"7";"168";"1332.0";"1.17";"7.93";"1142.0";"0.57";"110";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"13.32";"N/A";"1.45";"1.45"
"Strategy 3.16.31";"FAILED";"6";"95";"-1064.0";"-0.51";"-11.2";"2086.0";"-0.51";"175";"";"HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-10.64";"N/A";"-0.56";"-0.56"
"Strategy 4.9.28";"PASSED";"8";"183";"351.0";"0.22";"1.92";"1617.0";"0.49";"110";"";"HullMovingAverage";"BollingerBands,KeltnerChannel";"ExitAfterXBars";"0.0";"3.51";"N/A";"0.26";"0.26"
"Strategy 5.3.53";"FAILED";"8";"125";"-585.0";"-0.31";"-4.68";"1914.0";"-0.51";"245";"";"HullMovingAverage";"BollingerBands,LinearRegression";"ExitAfterXBars";"0.0";"-5.85";"N/A";"-0.35";"-0.35"
"Strategy 2.16.34";"PASSED";"8";"142";"923.0";"1.56";"6.5";"592.0";"0.59";"109";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"9.23";"N/A";"1.73";"1.73"
"Strategy 1.7.28";"FAILED";"7";"164";"-97.0";"-0.06";"-0.59";"1543.0";"-0.38";"155";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-0.97";"N/A";"-0.07";"-0.07"
"Strategy 1.18.33";"PASSED";"8";"168";"516.0";"0.4";"3.07";"1283.0";"0.63";"147";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"5.16";"N/A";"0.47";"0.47"
"Strategy 5.16.50";"PASSED";"8";"160";"1825.0";"2.22";"11.41";"823.0";"0.62";"110";"";"BBWidthRatio,HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"18.25";"N/A";"2.77";"2.77"
"Strategy 5.16.45";"PASSED";"8";"167";"1116.0";"1.15";"6.68";"974.0";"0.65";"110";"";"BBWidthRatio,HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"11.16";"N/A";"1.37";"1.37"
"Strategy 3.9.30(1)";"FAILED";"7";"148";"-1259.0";"-0.72";"-8.51";"1748.0";"-0.58";"184";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-12.59";"N/A";"-0.76";"-0.76"
"Strategy 5.16.44";"FAILED";"6";"104";"-644.0";"-0.35";"-6.19";"1830.0";"-0.55";"162";"";"HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-6.44";"N/A";"-0.39";"-0.39"
"Strategy 3.4.43";"PASSED";"5";"190";"1428.0";"0.99";"7.52";"1448.0";"0.6";"109";"";"LowestInRange";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"14.28";"N/A";"1.26";"1.26"
"Strategy 4.16.51";"PASSED";"6";"160";"1724.0";"1.8";"10.77";"958.0";"0.6";"110";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"17.24";"N/A";"2.26";"2.26"
"Strategy 3.16.34";"PASSED";"7";"166";"800.0";"0.81";"4.82";"993.0";"0.56";"99";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"8.0";"N/A";"0.94";"0.94"
"Strategy 5.16.46";"PASSED";"6";"182";"1546.0";"0.87";"8.49";"1782.0";"0.46";"147";"";"HullMovingAverage";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"15.46";"N/A";"1.05";"1.05"
"Strategy 3.16.36";"PASSED";"8";"132";"157.0";"0.16";"1.19";"972.0";"0.44";"182";"";"HullMovingAverage";"BollingerBands,HullMovingAverage";"ExitAfterXBars";"0.0";"1.57";"N/A";"0.18";"0.18"
"Strategy 5.16.43";"PASSED";"8";"170";"1416.0";"1.82";"8.33";"776.0";"0.74";"78";"";"HullMovingAverage,MTATR";"KeltnerChannel";"ExitAfterXBars";"0.0";"14.16";"N/A";"2.06";"2.06"
"Strategy 2.16.35";"PASSED";"7";"123";"2020.0";"3.86";"16.42";"523.0";"0.75";"89";"";"HighD,SmallestRange";"SRPercentRank";"ExitAfterXBars";"0.0";"20.2";"N/A";"4.81";"4.81"
"Strategy 4.16.38";"PASSED";"6";"212";"2197.0";"2.0";"10.36";"1101.0";"0.51";"84";"";"HullMovingAverage";"LowestInRange,SMA";"ExitAfterXBars";"0.0";"21.97";"N/A";"2.57";"2.57"
"Strategy 1.18.30";"PASSED";"6";"127";"1930.0";"3.18";"15.2";"607.0";"0.74";"82";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"19.3";"N/A";"3.79";"3.79"
"Strategy 5.16.42";"FAILED";"6";"119";"1953.0";"2.7";"16.41";"722.0";"0.72";"63";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"19.53";"N/A";"2.86";"2.86"
"Strategy 4.16.50";"PASSED";"7";"109";"646.0";"0.58";"5.93";"1107.0";"0.38";"163";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"6.46";"N/A";"0.69";"0.69"
"Strategy 4.16.47";"FAILED";"7";"167";"-822.0";"-0.46";"-4.92";"1781.0";"-0.61";"251";"";"BBWidthRatio,HullMovingAverage";"AwesomeOscillator";"ExitAfterXBars";"0.0";"-8.22";"N/A";"-0.5";"-0.5"
"Strategy 1.18.31";"FAILED";"6";"134";"2295.0";"3.23";"17.13";"711.0";"0.76";"51";"";"HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"22.95";"N/A";"3.56";"3.56"
"Strategy 3.4.42";"PASSED";"8";"132";"1331.0";"1.86";"10.08";"715.0";"0.62";"118";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"13.31";"N/A";"2.17";"2.17"
"Strategy 1.7.29";"PASSED";"8";"126";"1865.0";"1.85";"14.8";"1008.0";"0.62";"174";"";"BBWidthRatio,HighD";"SRPercentRank";"ExitAfterXBars";"0.0";"18.65";"N/A";"2.38";"2.38"
"Strategy 4.16.44";"PASSED";"8";"206";"938.0";"0.99";"4.55";"943.0";"0.56";"161";"";"ATR,HullMovingAverage";"HullMovingAverage,Low";"ExitAfterXBars";"0.0";"9.38";"N/A";"1.15";"1.15"
"Strategy 4.16.34";"PASSED";"6";"178";"2325.0";"3.54";"13.06";"657.0";"0.73";"106";"";"HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"23.25";"N/A";"3.9";"3.9"
"Strategy 2.18.46(1)";"PASSED";"7";"178";"1932.0";"2.56";"10.85";"754.0";"0.67";"109";"";"BarRange,HullMovingAverage";"KeltnerChannel";"ExitAfterXBars";"0.0";"19.32";"N/A";"3.24";"3.24"
